Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,1,2000.0,0.0,0.0,0.0
1,2,2000.0,0.2063259999999989,0.41265199999999425,0.0005316889662067067
2,1,1800.0,1.9404,3.8808,0.005000287263977918
2,2,1800.0,0.56448,1.12896,0.0014546290222481216
3,1,1100.0,1.16424,2.32848,0.0030001723583867506
3,2,1100.0,0.338688,0.677376,0.0008727774133488731
4,1,400.0,0.14553,0.29106,0.0003750215447983438
4,2,400.0,0.042336,0.084672,0.00010909717666860913
