Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,StartCostsGrid,StartCostsVIL
23.66093688238578,6.472532384634367,0.20423767891682776,0.176367958960559,0.10351578093883357,0.05896979525978558,16.060877629171443,0.0009394434069680753,0.08668493457142849,0.00041127652499999207,0.0,0.0,0.49640000000000056,0.0
