Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,StartCostsGrid,StartCostsVIL
23.575854886383084,6.417555891493285,0.2084648174332367,0.15553858076376126,0.09105875477321702,0.054980248128097854,16.130944631228527,0.0009210938437898109,0.016057506055344072,0.0,0.0,0.003933362663353666,0.49640000000000056,0.0
