Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,StartCostsGrid,StartCostsVIL
87.78609672942177,50.0229,0.0,0.0,0.0,0.0,34.40626692585629,0.0,2.700990560714287,0.0,0.0,0.0,0.6559392428571428,0.0
